Root,Total Occurrences,Josa Count,Eomi Count,MWE Count,MWE Examples
익숙,454,10,13,16,"에 익숙하지, 에 익숙해지, 가 익숙하지, 이 익숙하지, 도 익숙해지, 에 익숙하여, 에 익숙하고, 에 익숙했다, 에 익숙해졌다, 에 익숙한사람, 에게 익숙하지, 는 익숙하지, 에 익숙해있, 에 익숙해져있, 에 익숙했던, 에 익숙하다"
탈취,453,8,13,17,"을 탈취하여, 를 탈취하고, 를 탈취하여, 을 탈취한다, 을 탈취했다, 를 탈취하였, 을 탈취하기, 을 탈취하였, 을 탈취하려는, 를 탈취하는, 를 탈취하려는, 를 탈취하기, 을 탈취하는, 를 탈취하려, 를 탈취했다, 을 탈취하고, 를 탈취할수"
수교,452,8,12,17,"과 수교하였, 과 수교한이후, 과 수교하면서, 과 수교했다, 과 수교하지, 에 수교하였, 과 수교하는, 으로 수교하였, 와 수교하였, 과 수교하여, 도 수교하였, 과 수교하였으며, 과 수교하고, 에 수교했다, 과 수교하였으나, 에 수교하였으며, 와 수교했다"
기도,452,12,27,23,"을 기도하였으나, 을 기도하여, 을 기도하기, 을 기도하였, 을 기도했다, 를 기도하였, 을 기도했다는, 을 기도한것, 를 기도한다, 을 기도하는, 을 기도하게, 을 기도한다, 을 기도하고, 이 기도했다, 에게 기도하는, 에서 기도하는, 에서 기도하던, 을 기도하다가, 를 기도했다, 을 기도하다, 을 기도했으나실패, 으로 기도하나이, 을 기도했고"
추서,452,4,4,4,"을 추서하였, 을 추서했다, 를 추서했다, 을 추서하였으며"
파기,450,3,10,9,"을 파기한다, 을 파기하고, 를 파기하고, 을 파기하였, 을 파기하는, 을 파기하여, 을 파기하면서, 을 파기했다, 을 파기할수"
강행,450,2,15,17,"을 강행한다, 을 강행했고, 을 강행했다, 을 강행하고, 를 강행하여, 를 강행하였, 을 강행하여, 을 강행하자, 을 강행하였, 를 강행했다, 을 강행하기, 를 강행한다, 을 강행하겠, 을 강행하는, 를 강행했고, 를 강행한것, 를 강행하는"
횡단,449,6,9,14,"를 횡단하고, 을 횡단하는, 을 횡단하고, 로 횡단하는, 를 횡단하여, 을 횡단하여, 를 횡단하는, 으로 횡단할수, 가 횡단하고, 를 횡단한다, 으로 횡단하는, 를 횡단할수, 을 횡단한다, 로 횡단하고"
입수,446,12,17,17,"를 입수하고, 을 입수했다, 를 입수했다, 을 입수하여, 를 입수하여, 를 입수하는, 를 입수하기, 을 입수하였, 를 입수하였, 를 입수한다, 을 입수하는, 을 입수하고, 을 입수할수, 를 입수하게, 으로 입수할수, 를 입수할수, 에서 입수할수"
재생,446,10,11,15,"을 재생할수, 도 재생할수, 를 재생한다, 을 재생하는, 를 재생하기, 를 재생할수, 를 재생하여, 를 재생하는, 으로 재생할수, 을 재생하고, 을 재생한다, 에서 재생할수, 을 재생하기, 로 재생하는, 를 재생하고"
막론,445,2,1,2,"을 막론하고, 를 막론하고"
건조,445,16,32,20,"의 건조한기후, 의 건조한지역, 는 건조하고, 을 건조하는, 을 건조하였, 은 건조하고, 을 건조하여, 가 건조하고, 를 건조하는, 을 건조하게, 을 건조하고, 이 건조해지, 의 건조한공기, 를 건조했다, 을 건조했다, 는 건조한기후, 을 건조할계획, 을 건조하기, 의 건조한관목, 의 건조한저지대"
절단,445,5,12,13,"를 절단하는, 을 절단하고, 을 절단하여, 을 절단하는, 를 절단하며, 를 절단하여, 을 절단하며, 을 절단한다, 를 절단했다, 를 절단하고, 를 절단한다, 으로 절단하고, 으로 절단하여"
운,445,13,3,13,"으로 운하, 는 운하, 의 운해, 의 운하, 에 운하, 과 운하, 이 운하, 와 운하, 은 운하, 가 운하, 에서 운하, 루 운하, 로 운하"
불리,444,15,25,18,"에게 불리한것, 에 불리하게, 이 불리해지, 에게 불리하게, 에게 불리한증거, 가 불리하게, 가 불리해지, 에게 불리한내용, 의 불리함을, 에 불리하다, 에서 불리하게, 는 불리하다, 가 불리하다고, 을 불리하게, 이 불리하게, 에게 불리한진술, 에게 불리한증언, 를 불리하게"
채취,444,6,11,17,"을 채취할수, 를 채취하기, 를 채취하여, 에서 채취한다, 을 채취하기, 을 채취하여, 을 채취하고, 를 채취하고, 을 채취하는, 를 채취하는, 에서 채취한시료, 을 채취하였, 를 채취한다, 를 채취할수, 에서 채취하는, 을 채취한다, 을 채취했다"
집착,443,8,9,13,"에 집착하지, 에 집착하기, 에 집착하는, 도 집착하지, 에 집착하여, 에 집착하게, 에게 집착하는, 만 집착하는, 에 집착하며, 에 집착한다, 에 집착하고, 에 집착했다, 으로 집착하는"
대치,443,10,16,22,"과 대치하며, 이 대치하고, 과 대치하고, 과 대치하던, 과 대치했다, 과 대치한다, 와 대치하고, 과 대치하게, 와 대치하였, 과 대치하였, 을 대치하는, 와 대치한다, 과 대치하는, 와 대치했다, 와 대치하게, 을 대치하여, 이 대치하는, 과 대치하여, 와 대치하는, 를 대치하여, 와 대치하여, 로 대치하는"
성취,442,7,14,17,"을 성취하고, 을 성취하기, 을 성취하게, 를 성취하기, 을 성취하여, 을 성취하지, 를 성취할수, 을 성취하는, 을 성취할수, 를 성취하는, 을 성취했다, 을 성취한다, 을 성취한후, 을 성취하였, 를 성취하고, 를 성취하게, 를 성취한다"
주로,441,9,12,10,"을 주로하고, 을 주로하였, 을 주로하는, 를 주로하는, 을 주로하여, 을 주로한다, 을 주로하며, 을 주로했다, 를 주로하고, 을 주로하였으며"
선종,441,7,13,16,"로 선종하였, 에서 선종했다, 에 선종하였, 가 선종하였, 가 선종한후, 가 선종하자, 가 선종하고, 이 선종하자, 으로 선종하였, 에 선종하였으며, 가 선종한지, 에서 선종하였, 가 선종하기, 가 선종하면서, 에 선종했다, 에 선종한이후"
불참,440,11,17,19,"에 불참하였, 에 불참했다, 로 불참했다, 에 불참하는, 에 불참하여, 은 불참하였, 는 불참했다, 는 불참하였, 에 불참하기, 으로 불참하였, 이 불참한가운데, 에 불참하게, 은 불참했다, 에 불참하면서, 에 불참하고, 로 불참하였, 에 불참했던, 에 불참했고, 에 불참함에"
환영,439,9,12,14,"을 환영하는, 을 환영했다, 을 환영하기, 를 환영하는, 를 환영하고, 을 환영하고, 을 환영한다, 를 환영하였, 를 환영했다, 으로 환영했다, 을 환영하였, 을 환영하며, 을 환영하지, 를 환영하며"
출력,438,5,7,13,"를 출력하는, 을 출력하는, 로 출력한다, 를 출력할수, 로 출력할수, 로 출력하는, 를 출력한다, 에 출력하는, 을 출력한다, 에 출력한다, 을 출력할수, 를 출력하기, 에 출력할수"
선임,438,8,13,17,"로 선임했다, 을 선임하고, 로 선임하였, 으로 선임하고, 으로 선임했다, 을 선임하여, 으로 선임하였, 를 선임하여, 를 선임할수, 을 선임했다, 을 선임하였, 를 선임하였, 을 선임한다, 을 선임할수, 으로 선임하여, 를 선임했다, 를 선임하는"
각색,435,7,11,18,"를 각색한영화, 을 각색한작품, 으로 각색하여, 을 각색하여, 을 각색한것, 로 각색하여, 를 각색한것, 을 각색하였, 으로 각색한것, 를 각색하여, 을 각색한《, 으로 각색하였, 으로 각색했다, 을 각색했다, 을 각색한영화, 가 각색하였, 를 각색한작품, 가 각색하고"
한정,435,7,13,20,"에 한정한다, 에 한정하면, 만 한정하지, 에 한정하여, 로 한정하고, 으로 한정하였, 으로 한정하고, 에 한정하는, 을 한정하는, 에 한정하고, 로 한정하면, 을 한정하여, 만 한정하여, 으로 한정했다, 에 한정하지, 를 한정하는, 으로 한정하여, 로 한정하는, 로 한정하여, 만 한정하는"
환승,435,13,12,14,"에서 환승해야한다, 로 환승하여, 으로 환승하는, 의 환승할인이, 에서 환승하는, 는 환승할인이, 으로 환승할수, 로 환승하는, 과 환승할수, 로 환승할수, 와 환승할수, 이 환승하는, 에서 환승할수, 의 환승할인은"
규명,432,4,13,16,"을 규명하는, 를 규명하는, 을 규명하고, 을 규명하였, 를 규명하기, 을 규명하려는, 를 규명하였, 을 규명하여, 을 규명하려고, 을 규명할수, 을 규명했다, 을 규명하기, 를 규명하고, 을 규명하고자, 를 규명하여, 을 규명한공로"
오픈,432,9,13,16,"이 오픈했다, 을 오픈하였, 가 오픈하였, 을 오픈하여, 을 오픈했다, 을 오픈하였으며, 을 오픈하고, 를 오픈하였, 를 오픈했다, 에 오픈했다, 를 오픈하고, 이 오픈하였, 를 오픈하여, 을 오픈한다, 에 오픈하였, 를 오픈한다"
훼손,426,3,17,17,"를 훼손하고, 을 훼손하는, 를 훼손했다며, 를 훼손하거나, 를 훼손했다, 를 훼손한혐의, 을 훼손하고, 을 훼손하기, 를 훼손하는, 을 훼손했다고, 를 훼손하였, 을 훼손하지, 을 훼손할수, 를 훼손했다고, 을 훼손했다, 를 훼손하지, 를 훼손했다는"
검증,426,5,10,13,"를 검증하는, 를 검증하기, 을 검증할수, 을 검증한다, 을 검증하고, 을 검증하는, 을 검증했다, 을 검증하였, 를 검증하였, 을 검증하기, 를 검증할수, 를 검증한다, 으로 검증할수"
분비,426,7,10,13,"을 분비하는, 를 분비한다, 을 분비하고, 을 분비한다, 을 분비하며, 을 분비하여, 이 분비하는, 을 분비하는데, 을 분비하기, 를 분비하여, 를 분비하는, 가 분비하는, 에서 분비하는"
운전,422,10,16,21,"가 운전하던, 을 운전하는, 를 운전하고, 가 운전하는, 를 운전하는, 에서 운전하는, 이 운전하던, 를 운전하던, 로 운전하는, 이 운전하는, 가 운전했던, 를 운전하기, 을 운전할수, 를 운전할수, 를 운전하여, 을 운전하고, 으로 운전하는, 로 운전할수, 를 운전한다, 으로 운전하고, 이 운전한다"
뾰족,422,12,9,12,"이 뾰족하다, 은 뾰족하게, 이 뾰족하고, 는 뾰족하다, 을 뾰족하게, 이 뾰족하게, 이 뾰족하며, 은 뾰족하다, 은 뾰족하고, 가 뾰족하고, 는 뾰족하고, 가 뾰족하게"
조각,422,7,9,13,"을 조각하였으며, 를 조각하여, 를 조각하는, 을 조각하는, 으로 조각하였, 을 조각하였, 을 조각하여, 을 조각한것, 을 조각해놓, 을 조각했다, 을 조각하고, 를 조각하였, 를 조각하고"
특수,421,14,14,7,"은 특수한경우, 의 특수한경우, 의 특수한예, 는 특수한경우, 의 특수한형태, 의 특수한지위, 의 특수한상황"
당연,421,9,11,16,"은 당연하다, 은 당연하다고, 이 당연하다고, 은 당연한것, 은 당연한일, 은 당연하게, 는 당연한것, 은 당연했다, 는 당연하게, 을 당연한것, 은 당연하지만, 을 당연하게, 은 당연하고, 이 당연한것, 이 당연하게, 이 당연하다"
안내,421,10,11,17,"를 안내하고, 을 안내해주, 을 안내하고, 가 안내하기, 로 안내하고, 을 안내하는, 으로 안내하는, 를 안내하는, 을 안내했다, 으로 안내하고, 로 안내한다, 으로 안내한다, 로 안내하는, 를 안내한다, 을 안내한다, 을 안내하기, 를 안내해주"
불문,419,2,2,3,"를 불문하고, 을 불문하고, 을 불문한다"
환산,419,4,8,8,"으로 환산하면, 으로 환산하여, 로 환산하는, 으로 환산하는, 로 환산하면, 로 환산할수, 로 환산하여, 으로 환산한것"
선사,418,5,10,13,"을 선사한다, 을 선사하는, 를 선사하는, 을 선사하고, 을 선사하였, 를 선사했다, 을 선사했다, 을 선사하기, 을 선사해주, 를 선사한다, 을 선사하며, 를 선사하였, 이 선사하는"
천,417,12,4,12,"으로 천하, 의 천하, 는 천하, 이 천하, 을 천하, 가 천하, 은 천하, 로 천하, 에 천하, 의 천한가지, 를 천하, 에서 천하"
박탈,417,3,12,10,"을 박탈하고, 을 박탈하여, 을 박탈했다, 를 박탈하였, 을 박탈하였, 을 박탈하기, 을 박탈하는, 를 박탈했다, 를 박탈하고, 를 박탈하는"
감상,417,8,9,13,"을 감상할수, 을 감상하며, 에서 감상할수, 로 감상할수, 를 감상하고, 을 감상하는, 를 감상할수, 을 감상하기, 을 감상할때, 를 감상하는, 를 감상한다, 을 감상하고, 도 감상할수"
라고,416,10,9,10,"을 라고하자, 를 라고하자, 를 라고할때, 을 라고하면, 를 라고하면, 을 라고할때, 부터 라고한다, 를 라고하고, 을 라고하고, 을 라고한다"
회수,416,8,12,16,"을 회수하였, 으로 회수하는, 를 회수하여, 을 회수하여, 를 회수하고, 을 회수했다, 을 회수하는, 를 회수하는, 을 회수하기, 을 회수하지, 을 회수하고, 를 회수하기, 을 회수할수, 을 회수한다, 를 회수하였, 를 회수했다"
비행,415,13,16,19,"을 비행하는, 을 비행하고, 를 비행한다, 으로 비행했다, 를 비행하는, 로 비행하는, 을 비행하던, 을 비행할수, 으로 비행하는, 를 비행했다, 에서 비행하는, 를 비행할수, 로 비행하며, 로 비행한다, 로 비행할수, 을 비행했다, 으로 비행할수, 를 비행하며, 도 비행했다"
대행,415,4,11,15,"을 대행하게, 을 대행한다, 을 대행하는, 를 대행하고, 를 대행하는, 을 대행했다, 을 대행하여, 을 대행하고, 를 대행한다, 를 대행하기, 을 대행하였, 를 대행하였, 를 대행하게, 를 대행했다, 을 대행해주"
충,414,3,1,3,"에 충실하, 을 충실하, 를 충실하"
응원,414,7,12,14,"을 응원하는, 을 응원하고, 을 응원하기, 이 응원하는, 를 응원하는, 를 응원하고, 를 응원하기, 를 응원하러, 를 응원해주, 을 응원해주, 을 응원한다, 를 응원한다, 를 응원해!, 라고 응원했다"
장비,413,9,14,12,"을 장비하여, 을 장비하고, 를 장비하여, 를 장비하고, 를 장비했다, 을 장비한다, 을 장비했다, 를 장비할수, 를 장비하였, 를 장비하는, 를 장비한다, 에 장비하고"
봉쇄,412,3,8,14,"을 봉쇄하고, 를 봉쇄했다, 을 봉쇄하는, 을 봉쇄하였, 을 봉쇄하기, 를 봉쇄하고, 를 봉쇄하였, 를 봉쇄하여, 를 봉쇄하는, 을 봉쇄했다, 를 봉쇄하라, 으로 봉쇄하고, 을 봉쇄하여, 를 봉쇄하기"
고정,412,5,13,19,"를 고정하는, 을 고정하는, 를 고정하여, 으로 고정하고, 를 고정한다, 을 고정하고, 에 고정하고, 을 고정하여, 에 고정할수, 에 고정하기, 을 고정하기, 으로 고정하는, 를 고정할수, 를 고정하기, 를 고정하지, 를 고정하고, 에 고정하는, 로 고정하고, 에 고정한다"
침투,411,11,13,18,"로 침투한다, 에 침투해있, 에 침투하는, 에 침투하기, 에 침투하여, 이 침투하여, 로 침투하여, 으로 침투하는, 으로 침투한다, 에 침투하고, 에 침투한다, 에 침투하였, 으로 침투하여, 에 침투했다, 이 침투하지, 에 침투할수, 로 침투하는, 에 침투하지"
집전,411,5,11,15,"를 집전했다, 을 집전하였, 를 집전하였, 를 집전하는, 를 집전하고, 를 집전할수, 를 집전할때, 를 집전하기, 가 집전하는, 이 집전하는, 를 집전한다, 을 집전하는, 가 집전한79, 가 집전한미사, 가 집전한24"
준수,410,13,10,10,"을 준수하는, 을 준수한다, 를 준수하는, 을 준수하기, 의 준수한활약, 의 준수한성적, 를 준수하기, 에서 준수한성적, 에서 준수한활약, 을 준수했다"
설,410,9,5,9,"을 설하, 를 설한, 에서 설하, 를 설하, 을 설한, 을 설한다, 에서 설한, 로 설하, 고 설하"
대결,409,9,15,19,"와 대결하고, 과 대결하는, 과 대결한다, 와 대결하지만, 와 대결한다, 와 대결하는, 와 대결하여, 와 대결하기, 와 대결하였, 와 대결했다, 와 대결하게, 이 대결하는, 과 대결하여, 과 대결하기, 과 대결하게, 와 대결했지만, 로 대결하는, 에서 대결하는, 으로 대결한국내"
석권,407,6,13,14,"을 석권했다, 를 석권하는, 을 석권하는, 를 석권하였, 에 석권했다, 도 석권했다, 를 석권했고, 를 석권하며, 를 석권하고, 을 석권하고, 를 석권했다, 을 석권하며, 을 석권하였, 을 석권했고"
귀중,406,11,6,5,"에 귀중한자료, 의 귀중한자료, 으로 귀중한자료, 에서 귀중한자료, 도 귀중한자료"
습득,406,8,13,14,"을 습득하고, 를 습득하는, 를 습득하고, 을 습득하여, 을 습득했다, 을 습득하기, 을 습득하는, 을 습득하였, 을 습득하게, 을 습득할수, 를 습득할수, 를 습득했다, 을 습득한다, 를 습득하여"
숭배,406,7,12,14,"을 숭배하는, 으로 숭배하는, 을 숭배하였, 이 숭배하는, 를 숭배하는, 를 숭배하였, 를 숭배하고, 을 숭배하기, 을 숭배했다, 을 숭배한다, 을 숭배하고, 를 숭배하여, 을 숭배하여, 에서 숭배하는"
충당,404,6,12,21,"을 충당한다, 을 충당했다, 을 충당하기, 를 충당하기, 에 충당하는, 을 충당하였, 를 충당했다, 으로 충당하였, 으로 충당했다, 를 충당하는, 를 충당할수, 으로 충당한다, 에 충당하였, 으로 충당하기, 을 충당할수, 으로 충당하는, 을 충당하는, 에 충당하기, 를 충당하고, 을 충당하지, 을 충당하고"
선도,400,5,8,9,"를 선도하는, 을 선도하고, 를 선도하고, 을 선도했다, 을 선도하는, 를 선도하며, 을 선도하였, 를 선도하였, 을 선도하기"
순회,399,3,9,12,"을 순회했다, 을 순회하며, 를 순회하였, 를 순회했다, 를 순회하며, 을 순회하는, 을 순회하고, 을 순회하면서, 을 순회하였, 를 순회하는, 를 순회하면서, 을 순회하기"
개교,399,8,10,15,"에 개교하였으며, 가 개교하였, 가 개교했다, 에서 개교하였, 를 개교하였, 에 개교하였, 를 개교하고, 으로 개교하였, 로 개교하였, 를 개교했다, 로 개교하여, 로 개교했다, 에 개교하여, 에 개교했다, 으로 개교했다"
경고,399,9,13,17,"을 경고하였, 를 경고했다, 에게 경고하기, 을 경고한다, 을 경고하는, 을 경고했다, 을 경고하기, 을 경고하고, 를 경고하는, 에게 경고하는, 를 경고하고, 고 경고했다, 이라고 경고했다, 라고 경고했다, 을 경고하며, 에게 경고했다, 에게 경고한다"
명백,398,14,16,17,"은 명백하다, 이 명백해졌다, 은 명백하게, 를 명백하게, 으로 명백하게, 을 명백하게, 이 명백하다, 는 명백하게, 이 명백하게, 이 명백해지, 은 명백한사실, 가 명백하게, 이 명백한경우, 은 명백했다, 이 명백하므로, 이 명백하고, 에서 명백하게"
열린,398,3,6,5,"에서 열린하계올림픽, 에서 열린한화이글스, 에서 열린하계유니버시아드, 에서 열린한신타이거스, 에서 열린한화와"
가난,397,16,28,21,"는 가난한사람, 은 가난한사람, 이 가난하여, 에서 가난하게, 은 가난하고, 으로 가난한사람, 는 가난한자, 이 가난한사람, 에서 가난한사람, 의 가난한집안, 을 가난한사람, 는 가난하고, 의 가난한사람, 와 가난한자, 이 가난하고, 와 가난한사람, 가 가난한사람, 의 가난한지역, 과 가난한사람, 의 가난한가정, 을 가난하게"
체류,396,7,12,11,"에 체류하던, 에 체류하고, 에 체류하는, 에서 체류하며, 에 체류할수, 에 체류하면서, 에 체류하며, 에 체류하였, 에 체류하게, 에 체류하다가, 에 체류했다"
낙선,395,10,14,13,"로 낙선하고, 로 낙선했다, 에서 낙선하였, 는 낙선했다, 는 낙선하였, 에서 낙선했다, 로 낙선하였, 에서 낙선하고, 으로 낙선하였, 도 낙선하였, 에게 낙선하였, 로 낙선했고, 이 낙선했다"
은거,394,7,11,14,"에 은거하면서, 에 은거하여, 에 은거하였, 에 은거했다, 에 은거하며, 에 은거하고, 에 은거하던, 에서 은거하였, 에 은거하다가, 로 은거하였, 가 은거하면서, 가 은거함에, 가 은거하자, 에서 은거하며"
요절,393,9,9,19,"로 요절하였, 로 요절하고, 가 요절하면서, 로 요절하여, 가 요절하였, 으로 요절하였, 는 요절하였, 로 요절했다, 가 요절하자, 에 요절하여, 으로 요절했다, 에 요절하고, 가 요절하여, 에 요절하였, 에 요절했다, 가 요절하고, 은 요절하였, 가 요절했기, 은 요절했다"
우회,393,7,8,13,"를 우회하는, 를 우회하여, 을 우회하여, 를 우회한다, 으로 우회하는, 을 우회하기, 을 우회하는, 으로 우회하여, 를 우회할수, 로 우회하여, 을 우회하고, 을 우회할수, 를 우회하기"
제휴,393,7,9,11,"과 제휴하여, 과 제휴했다, 과 제휴하는, 와 제휴하였, 와 제휴하고, 와 제휴하여, 와 제휴하는, 과 제휴하였, 과 제휴하고, 가 제휴하여, 와 제휴했다"
우,392,11,6,12,"는 우한, 이 우한, 와 우하, 과 우한, 은 우한, 의 우한, 에 우한, 으로 우한, 에서 우한, 와 우한, 가 우한, 에서 우하"
징수,392,6,11,18,"을 징수할수, 를 징수하고, 를 징수하였, 을 징수하고, 를 징수하는, 을 징수하는, 을 징수하였, 를 징수하기, 를 징수한다, 을 징수한다, 을 징수하며, 을 징수하기, 를 징수하여, 을 징수하여, 를 징수할수, 을 징수했다, 를 징수했다, 을 징수하지"
선물,390,8,14,16,"을 선물하였, 를 선물하였, 을 선물하기, 를 선물하고, 을 선물하고, 을 선물하는, 를 선물했다, 에게 선물하였, 를 선물해주, 을 선물했다, 를 선물하는, 을 선물한다, 를 선물한다, 에게 선물했다, 에게 선물하기, 에게 선물하고"
득표,389,3,11,11,"를 득표하였, 를 득표하여, 를 득표하며, 를 득표하는, 을 득표한정당, 를 득표했다, 를 득표하면서, 을 득표한후보, 를 득표했고, 을 득표한자, 나 득표하며"
발췌,389,4,5,8,"에서 발췌한것, 를 발췌하여, 에서 발췌한내용, 에서 발췌하여, 을 발췌하여, 을 발췌한것, 에서 발췌하였, 에서 발췌했다"
급속,389,14,13,16,"의 급속한증가, 에 급속하게, 의 급속한발전, 이 급속하게, 가 급속하게, 의 급속한성장, 는 급속하게, 으로 급속하게, 의 급속한팽창, 의 급속한경제, 은 급속하게, 로 급속하게, 부터 급속하게, 의 급속한확장, 의 급속한확산, 을 급속하게"
곤란,387,10,22,16,"는 곤란하다, 를 곤란하게, 가 곤란하다는, 가 곤란하다, 가 곤란하여, 이 곤란하다, 가 곤란하게, 이 곤란한경우, 은 곤란하다, 을 곤란하게, 이 곤란하고, 이 곤란하게, 이 곤란하다고, 이 곤란하기, 이 곤란해지, 가 곤란해지"
준공,386,5,5,10,"을 준공하였, 을 준공하여, 를 준공하였, 를 준공했다, 에 준공했다, 에 준공하였, 을 준공하였으며, 을 준공하고, 을 준공했다, 에 준공하여"
탐색,385,3,12,14,"을 탐색하는, 을 탐색하고, 를 탐색한다, 를 탐색하는, 을 탐색하였, 을 탐색하기, 를 탐색하기, 를 탐색했다, 을 탐색했다, 를 탐색하고, 을 탐색할수, 을 탐색한다, 를 탐색하여, 를 탐색할수"
위임,385,8,12,19,"에 위임하는, 을 위임하였, 에게 위임하였, 를 위임하는, 을 위임하여, 를 위임했다, 에 위임하고, 에 위임하여, 을 위임하고, 에게 위임했다, 을 위임하는, 에게 위임하고, 에 위임하였, 을 위임한다, 을 위임했다, 를 위임하였, 에 위임했다, 에게 위임할수, 이 위임하는"
후,383,13,3,10,"가 후한, 은 후한, 에 후한, 에서 후한, 는 후한, 으로 후한, 을 후하게, 를 후하게, 과 후한, 이 후한"
보강,383,4,8,14,"을 보강하여, 을 보강하기, 를 보강하였, 를 보강하여, 을 보강하는, 을 보강하고, 를 보강하기, 을 보강하였, 을 보강했다, 를 보강했다, 를 보강하고, 를 보강하는, 으로 보강하였, 을 보강한다"
출가,383,11,14,16,"에게 출가한딸, 에 출가하여, 으로 출가하였, 에서 출가하여, 는 출가하여, 에게 출가했다, 로 출가하였, 에게 출가했는데, 에게 출가하여, 로 출가하여, 에게 출가한누이, 로 출가했다, 에게 출가하였, 은 출가하여, 에 출가하였, 으로 출가하여"
군림,382,9,16,18,"으로 군림하며, 로 군림하는, 에 군림하는, 로 군림했을, 으로 군림하였, 로 군림하였, 로 군림하고, 으로 군림하고, 에서 군림하는, 으로 군림하게, 로 군림하게, 로 군림하면서, 로 군림했던, 으로 군림했다, 로 군림하던, 으로 군림하던, 로 군림했다, 으로 군림하는"
재학,382,8,12,13,"에 재학했다, 에 재학하던, 에 재학할때, 이 재학하고, 에 재학하면서, 에 재학하고, 에 재학하는, 에 재학했지만, 에 재학하며, 에 재학했고, 에 재학하였, 이 재학하는, 에 재학할당시"
흡사,381,5,13,15,"과 흡사하게, 와 흡사하다, 과 흡사하다는, 과 흡사하다고, 와 흡사하지만, 과 흡사하지만, 과 흡사하다, 와 흡사하게, 과 흡사하며, 와 흡사하며, 과 흡사한것, 이 흡사하다, 와 흡사하다는, 와 흡사하여, 도 흡사하다"
유력,378,12,22,13,"이 유력하다, 가 유력하다, 이 유력하게, 이 유력했다, 이 유력해지, 의 유력한후계자, 의 유력한후보, 의 유력한가문, 의 유력한귀족, 의 유력한용의자, 을 유력한용의자, 이 유력하다고, 이 유력하지만"
착안,376,5,6,7,"에 착안하여, 에서 착안한것, 에서 착안하여, 에서 착안하였, 에 착안해,, 에서 착안했다, 에 착안한것"
불가피,376,11,13,18,"이 불가피하게, 이 불가피했다, 이 불가피하였, 을 불가피하게, 이 불가피해졌다, 가 불가피하게, 는 불가피하게, 은 불가피했다, 이 불가피하다는, 가 불가피하다는, 은 불가피하다고, 이 불가피해지, 가 불가피하다, 이 불가피한상황, 이 불가피하다고, 이 불가피하다, 은 불가피하게, 은 불가피하다"
출석,375,7,14,12,"에 출석하였, 에 출석하기, 에 출석하여, 에 출석하는, 에 출석하지, 에 출석하고, 으로 출석하여, 에 출석하면서, 에 출석했다, 으로 출석했다, 으로 출석하였, 에 출석할수"
취약,375,13,22,15,"에 취약하다는, 에 취약하다, 이 취약했던, 에 취약하기, 에 취약해지, 에 취약하며, 에 취약했다, 이 취약하여, 에 취약할수, 에 취약하게, 이 취약하다는, 에 취약하여, 에 취약하고, 에 취약한것, 이 취약할수"
협의,374,11,12,18,"와 협의하여, 과 협의하여, 을 협의하였, 를 협의했다, 를 협의하였, 를 협의하기, 와 협의하고, 과 협의하기, 가 협의하여, 를 협의하는, 의 협의하에, 과 협의하고, 을 협의하고, 을 협의했다, 로 협의했다, 을 협의하는, 을 협의하기, 이 협의하여"
멸,374,4,7,9,"을 멸했다, 을 멸하, 을 멸할, 를 멸한후, 를 멸하, 를 멸했다, 을 멸해, 이 멸하, 를 멸할"
규합,373,4,6,7,"을 규합하여, 을 규합하였, 를 규합하고, 을 규합하고, 을 규합하기, 을 규합하는, 를 규합하여"
부응,373,1,7,7,"에 부응하여, 에 부응하고, 에 부응하는, 에 부응할수, 에 부응하지, 에 부응하기, 에 부응했다"
용서,373,8,13,18,"을 용서할수, 를 용서했다, 를 용서할수, 를 용서하였, 를 용서해주, 는 용서하지, 을 용서하고, 을 용서하지, 를 용서하지, 은 용서하지, 를 용서하시, 을 용서하시, 를 용서하고, 을 용서해주, 를 용서하는, 을 용서해달, 을 용서하였, 도 용서하지"
통솔,371,5,11,14,"를 통솔하는, 을 통솔했다, 을 통솔하는, 을 통솔하던, 을 통솔하며, 을 통솔하고, 을 통솔하여, 을 통솔하게, 을 통솔하기, 를 통솔하게, 을 통솔하였, 를 통솔하고, 가 통솔하는, 를 통솔하였"
보급,371,8,11,16,"를 보급하는, 을 보급하는, 을 보급하였, 에 보급하였, 을 보급하기, 을 보급하고, 를 보급하기, 을 보급했다, 를 보급하고, 를 보급하여, 를 보급하였, 에 보급하는, 에 보급하고, 를 보급했다, 에 보급하기, 을 보급하여"
절감,371,2,10,12,"을 절감하고, 을 절감하여, 을 절감할수, 을 절감하게, 을 절감했다, 을 절감하였, 를 절감하고, 를 절감할수, 을 절감하는, 을 절감하기, 을 절감한다, 를 절감하는"
분기,371,10,7,15,"가 분기하는, 에서 분기하는, 이 분기하는, 이 분기하고, 에서 분기하여, 으로 분기하여, 에서 분기한다, 이 분기한다, 이 분기하며, 과 분기하여, 으로 분기하는, 으로 분기한다, 에서 분기하며, 가 분기한다, 에서 분기하고"
개혁,370,4,14,13,"를 개혁하고, 를 개혁하고자, 을 개혁하고, 을 개혁하였, 를 개혁하여, 를 개혁하였, 를 개혁하기, 를 개혁했다, 을 개혁하여, 를 개혁하는, 을 개혁하는, 을 개혁하기, 을 개혁했다"
