Root,Total Occurrences,Josa Count,Eomi Count,MWE Count,MWE Examples
제공,30567,16,93,190,"을 제공하며, 을 제공한다, 을 제공하지, 을 제공하기, 를 제공하였, 을 제공하는, 을 제공했을, 을 제공하고, 를 제공하는, 에서 제공하는, 로 제공하였, 이 제공하는, 를 제공하고, 를 제공한다, 을 제공하는데, 에게 제공했다, 을 제공하여, 을 제공한다는점, 을 제공했고, 을 제공한다:, 가 제공하는, 을 제공했다, 을 제공하므로, 를 제공할수, 을 제공할수, 도 제공하였, 을 제공하려, 를 제공하기, 를 제공하며, 를 제공했다, 에 제공하기, 를 제공하지만, 도 제공한다, 을 제공하려는, 을 제공하였, 로 제공한다, 에 제공하였, 을 제공했지만, 을 제공했던, 를 제공하게, 를 제공한다:, 을 제공할뿐, 을 제공할것, 로 제공하는, 을 제공하지만, 를 제공해주, 에게 제공함으로써, 을 제공함으로써, 에 제공한다, 을 제공해준다, 를 제공하지, 를 제공하였으며, 에 제공하는, 를 제공함과, 를 제공하겠, 를 제공하여, 로 제공했다, 으로 제공한다, 에서 제공하던, 로 제공하고, 를 제공했던, 를 제공해줄, 을 제공하거나, 를 제공했지만, 를 제공할것, 을 제공하게, 을 제공했기, 을 제공하겠, 에게 제공하는, 를 제공했기, 만 제공하고, 이 제공했다, 를 제공함으로써, 에게 제공하고, 에게 제공하였, 를 제공했고, 를 제공한사람, 는 제공하지, 까지 제공하는, 를 제공하므로, 를 제공해준다, 로 제공해주, 을 제공해주, 에 제공할수, 를 제공했는데, 을 제공해준, 를 제공하면, 에서 제공한다, 를 제공했을, 을 제공하던, 가 제공할수, 를 제공하도록, 을 제공함에, 를 제공해야한다, 을 제공한것, 에 제공했다, 으로 제공하는, 을 제공하면, 를 제공한것, 을 제공했다는, 를 제공하면서, 를 제공했으며,, 을 제공하였으나, 를 제공해달, 에 제공하여, 를 제공할목적, 에서 제공하고, 도 제공하고, 만 제공한다, 을 제공하고자, 를 제공하고자, 으로 제공하였, 을 제공하여야, 을 제공하였으며, 를 제공하는데, 를 제공할때, 만 제공했다, 을 제공한다는것, 를 제공하여야, 으로 제공하고, 가 제공한다, 을 제공했다고, 을 제공하면서, 에게 제공할수, 을 제공하려고, 을 제공했으며,, 만 제공하는, 도 제공했다, 를 제공해야했, 을 제공하도록, 을 제공해왔, 을 제공한다고주장, 에게 제공하여, 을 제공했는데, 를 제공할뿐, 가 제공하고, 을 제공할의무, 를 제공하거나, 를 제공했다는, 로 제공할수, 을 제공한다는장점, 를 제공하였으나, 을 제공할예정, 을 제공해야하, 를 제공할계획, 을 제공할계획, 도 제공하지, 에 제공하고, 를 제공하려는, 을 제공한다(, 로 제공하기, 에 제공하며, 에게 제공하기, 로 제공하여, 에서 제공하며, 를 제공하던, 으로 제공하며, 에게 제공한다, 을 제공해야한다, 도 제공할수, 를 제공하려고, 으로 제공하기, 이 제공한정보, 를 제공했다고, 를 제공해야하, 을 제공한혐의, 가 제공했다, 를 제공해오, 를 제공할예정, 을 제공할때, 에게 제공한곡, 은 제공하지, 이 제공할수, 도 제공하며, 에서 제공하였, 를 제공해왔, 으로 제공했다, 를 제공함에, 으로 제공할수, 로 제공하며, 을 제공한최초, 를 제공한다는것, 을 제공한다"", 에게 제공해주, 을 제공해줄, 을 제공할목적, 이 제공한다, 를 제공한다는점, 으로 제공하여, 가 제공한곡"
이용,28423,18,239,275,"를 이용하여, 을 이용하여, 를 이용한실험, 을 이용한실험, 를 이용하면, 을 이용하기, 으로 이용하는, 을 이용할수, 을 이용하면, 을 이용하는, 를 이용한다, 을 이용한증명, 를 이용해야했, 을 이용했다, 을 이용할때, 을 이용해서,, 를 이용해야하, 을 이용해,, 를 이용했다, 을 이용하려는, 를 이용하는, 로 이용하였, 를 이용할수, 을 이용한다, 를 이용해구현, 을 이용해다른, 를 이용하며, 을 이용하거나, 를 이용하였으며, 를 이용하고, 을 이용한것, 를 이용한놀이, 을 이용한전자, 을 이용한게임, 으로 이용하였, 을 이용할경우, 가 이용하는, 를 이용하기, 이 이용하는, 를 이용하게, 으로 이용할수, 으로 이용하여, 를 이용해야한다, 이 이용하고, 로 이용하기, 로 이용할수, 을 이용해야한다, 가 이용할수, 를 이용했다는, 을 이용하고, 으로 이용하고, 를 이용해적, 도 이용했다, 을 이용한다양, 을 이용해제작, 을 이용하였으나, 을 이용한음식, 에 이용하는, 을 이용해이, 를 이용한전자, 도 이용한다, 을 이용해야하, 을 이용하였, 에서 이용할수, 을 이용하며, 를 이용하지, 를 이용하면서, 로 이용한것, 를 이용한기술, 를 이용하고자, 도 이용할수, 로 이용하려는, 을 이용한치료, 이 이용하던, 를 이용하거나, 에 이용하고, 를 이용한인터넷, 로 이용하지, 으로 이용하기, 을 이용하지, 로 이용한다, 를 이용한방법, 을 이용한요리, 를 이용한요리, 를 이용해우주, 만 이용하는, 을 이용해사용, 를 이용한선거, 를 이용해,, 를 이용하므로, 을 이용해여러, 를 이용한공격, 을 이용하려고, 를 이용해다른, 을 이용하지만, 에 이용한다, 를 이용해자신, 를 이용한교통, 로 이용하여, 을 이용했지만, 를 이용할것, 를 이용하여야, 을 이용한정보, 를 이용하였, 에 이용했다, 도 이용하고, 를 이용한것, 을 이용한분석, 을 이용하려면, 를 이용하던, 을 이용하는데, 를 이용하는데, 로 이용하며, 로 이용하고, 를 이용해만들, 을 이용한연구, 를 이용한최초, 을 이용한최초, 을 이용함으로써, 로 이용했다, 를 이용했을, 을 이용했기, 을 이용한하천, 에 이용할수, 만 이용하고, 를 이용함으로써, 을 이용한관측, 를 이용했던, 을 이용하였으며, 을 이용하려, 를 이용하려, 을 이용한기술, 를 이용하려면, 를 이용할경우, 를 이용해계산, 을 이용한새로운, 까지 이용할수, 을 이용했다고, 을 이용해계산, 를 이용한후, 을 이용한방법, 을 이용해사람, 을 이용해만든, 가 이용한다, 이 이용할수, 를 이용한연구, 을 이용하게, 를 이용할때, 을 이용한방식, 에 이용하기, 를 이용해다양, 를 이용한새로운, 를 이용했고, 으로 이용했다, 이 이용하게, 를 이용한다양, 을 이용했다는, 를 이용한치료, 을 이용하고자, 로 이용하는, 를 이용해', 에 이용하게, 를 이용하지만, 을 이용해미국, 을 이용하던, 을 이용해공격, 을 이용한공격, 를 이용한계산, 을 이용해만들, 를 이용한음식, 이 이용했다, 이 이용했던, 만 이용할수, 에서 이용하는, 으로 이용한다, 를 이용하려는, 을 이용하면서, 를 이용해왔, 를 이용했기, 을 이용한계산, 을 이용해서만들, 을 이용해왔, 이 이용하기, 를 이용하도록, 을 이용할것, 를 이용했는데, 를 이용하려고, 을 이용하여야, 를 이용한통신, 를 이용해그, 을 이용해더, 으로 이용하며, 을 이용했을, 를 이용해이, 가 이용하고, 이 이용한다, 를 이용해서도, 을 이용한방송, 이 이용하며, 에 이용하여, 에 이용하였, 을 이용해다음, 을 이용해서만든, 을 이용했던, 를 이용한증명, 을 이용하도록, 으로 이용하게, 을 이용해시간, 를 이용해만든, 을 이용해자신, 를 이용한대중교통, 을 이용해출근, 로 이용하거나, 도 이용하기, 를 이용해3, 에서 이용하고, 을 이용해공기, 은 이용할수, 을 이용한인터넷, 을 이용해야했, 를 이용한무선, 를 이용한유전자, 으로 이용하려는, 이 이용하였, 을 이용한승객, 을 이용해먹이, 만 이용한다, 를 이용해물, 을 이용했으며,, 를 이용한방식, 으로 이용할때, 을 이용해정보, 를 이용해야만, 을 이용해게임, 을 이용했고, 를 이용해1, 을 이용한범죄, 을 이용해그, 를 이용해다음, 을 이용해다양, 을 이용한그, 는 이용할수, 을 이용해', 을 이용해적, 을 이용해세계, 를 이용해세계, 를 이용해서사진, 을 이용해발견, 에 이용한것, 를 이용해상대, 으로 이용한것, 을 이용한3, 를 이용해공격, 을 이용한', 을 이용한전투, 를 이용한전기, 를 이용했지만, 나 이용할수, 을 이용한세계, 을 이용해상대, 를 이용한3, 을 이용한말장난, 를 이용한경우, 를 이용해발표, 를 이용해승차, 으로 이용하지, 를 이용해사용, 에서 이용한다, 을 이용해GO, 을 이용해탈출, 를 이용해제작, 를 이용해버스, 이 이용할것, 를 이용할시, 을 이용해재"
등장,27374,28,86,214,"이 등장했다, 가 등장하였, 가 등장하는, 이 등장하였, 에 등장하는, 으로 등장한다, 가 등장한다, 이 등장하게, 이 등장했고, 에서 등장하는, 로 등장한다, 로 등장하였, 에 등장한다, 에 등장하고, 에 등장하며, 도 등장한다, 이 등장한다, 가 등장하면서, 로 등장했고, 가 등장하고, 이 등장하는, 이 등장하여, 으로 등장하였, 가 등장하기, 으로 등장했다, 에 등장하였, 가 등장했다, 도 등장하였, 에 등장했다, 도 등장하는, 이 등장하기, 에서 등장한다, 에 등장했지만, 가 등장하게, 이 등장하고, 에 등장하기, 으로 등장하여, 이 등장한이후, 이 등장하거나, 이 등장했는데, 가 등장한것, 가 등장하여, 이 등장했으며,, 도 등장하고, 으로 등장하기, 에 등장한것, 에 등장하여, 로 등장하게, 이 등장하였으며, 로 등장한것, 로 등장하며, 으로 등장하게, 이 등장하면서, 가 등장하며, 에서 등장하여, 가 등장하는데, 이 등장하는데, 이 등장하며, 으로 등장하는데, 으로 등장했던, 로 등장하기, 가 등장한이후, 에 등장했으며,, 로 등장하여, 으로 등장하는, 가 등장했고, 에서 등장하였, 도 등장하지, 에 등장한최초, 에서 등장하고, 에 등장하였으며, 부터 등장하였, 에 등장한후, 에 등장할정도, 이 등장하지만, 로 등장하는데, 로 등장하면서, 으로 등장하면서, 에서 등장하지, 도 등장하게, 으로 등장하며, 도 등장하며, 로 등장하는, 가 등장함에, 으로 등장한것, 이 등장하지, 이 등장할때, 에 등장하는데, 는 등장하지, 에 등장함, 에 등장하게, 에 등장하지, 도 등장하여, 도 등장하기, 도 등장했는데, 에 등장한새로운, 이 등장한것, 이 등장한다는점, 부터 등장했다, 에서 등장하기, 도 등장했다, 가 등장했으며,, 부터 등장한다, 로 등장하고, 서 등장하는, 이 등장한후, 이 등장함에, 까지 등장했다, 으로 등장하고, 로 등장했다, 만 등장하고, 으로 등장했고, 에서 등장했던, 에 등장했고, 으로 등장하였으며, 에선 등장하지, 도 등장하는데, 이 등장하다, 로 등장하지만, 은 등장하지, 이 등장한다는것, 이 등장하자, 가 등장할때, 에서 등장한것, 부터 등장하여, 이 등장할수, 이 등장했을, 에 등장하면서, 가 등장하였으며, 까지 등장하는, 에 등장했을, 이 등장해,, 만 등장하는, 만 등장한다, 에서 등장하며, 까지 등장하였, 가 등장하자, 가 등장했는데, 으로서 등장했다, 가 등장하지만, 만 등장하며, 로서 등장하고, 으로 등장하지, 로서 등장했다, 는 등장하는, 로 등장했을, 에 등장했던, 마다 등장하는, 에 등장했는데, 만 등장하지만, 로 등장한바, 가 등장하지, 에 등장하지만, 에 등장한이후, 에 등장할수, 에서 등장했다, 에서부터 등장하는, 로 등장하였으며, 에 등장할예정, 도 등장했지만, 가 등장했을, 로서 등장하였, 에 등장한', 까지 등장한다, 의 등장하는, 로 등장한적, 으로 등장한때, 로서 등장한다, 으로 등장했는데, 에 등장한캐릭터, 로 등장했던, 으로 등장했으며,, 으로 등장하지만, 으로 등장하였으나, 는 등장하고, 으로서 등장한다, 에서 등장했고, 가 등장한이래, 이 등장했던, 에서 등장하는데, 부터 등장하며, 가 등장한다(, 로 등장했으며,, 로 등장하지, 가 등장하거나, 부터 등장하는, 에 등장할때, 부터 등장하기, 가 등장해,, 에서 등장한인물, 만 등장했다, 부터 등장하고, 도 등장하지만, 도 등장한적, 만 등장하였, 로서 등장하는, 도 등장하였으며, 으로 등장했지만, 에 등장한인물, 에 등장할것, 에 등장한,, 에서부터 등장한다, 이 등장하면, 도 등장한바, 밖에 등장하지, 으로 등장한적, 이 등장했지만, 도 등장하나, 에 등장한〈, 으로 등장해,, 으로 등장한다), 로 등장한때, 에 등장한적, 도 등장했던"
출연,26889,20,83,155,"에 출연했지만, 에 출연했다, 에 출연했고, 가 출연했다, 에 출연하거나, 에 출연해', 을 출연하였, 으로 출연하였, 에 출연하였, 이 출연한영화, 에 출연하기, 에 출연하는, 에 출연하여, 에 출연함으로써, 로 출연하여, 으로 출연하게, 으로 출연하는, 이 출연하는, 가 출연한다, 에 출연하였으나, 이 출연하여, 에 출연하게, 에 출연했는데, 으로 출연한영화, 으로 출연하여, 에 출연하였으며, 에 출연했었다, 이 출연한다, 이 출연하였, 으로 출연하며, 로 출연했을, 으로 출연하고, 으로 출연하면서, 로 출연하게, 이 출연했던, 은 출연하지, 도 출연하고, 가 출연했던, 로 출연하였, 으로 출연하기, 이 출연하기, 에 출연해자신, 로 출연했다, 에 출연한가수, 가 출연하여, 로 출연하면서, 에 출연한뒤, 에 출연하며, 으로 출연했다, 이 출연하고, 으로 출연했던, 이 출연하며, 도 출연했다, 에 출연한이후, 에 출연하고, 에 출연했으며,, 로 출연하기, 으로 출연한것, 에 출연한다, 에 출연해"", 이 출연했다, 에 출연하지, 으로 출연했으며,, 에 출연한것, 에 출연하면서, 가 출연한영화, 으로 출연한《, 까지 출연했다, 에 출연하던, 에 출연했으나,, 으로 출연하였으며, 에 출연했던, 는 출연하지, 도 출연한다, 가 출연하였, 로 출연하고, 로 출연했던, 으로 출연했고, 도 출연하였, 으로 출연한적, 만 출연했다, 에 출연한후, 이 출연한《, 도 출연하는, 에 출연한배우, 가 출연하는, 가 출연하고, 에 출연했을, 도 출연했고, 도 출연하며, 으로 출연했지만, 로 출연했으며,, 에서 출연하여, 에 출연할예정, 에 출연한적, 도 출연하여, 이 출연한드라마, 도 출연하기, 로 출연했고, 에 출연해“, 로 출연한것, 으로 출연했었다, 에 출연해,, 도 출연했었다, 로 출연한다, 도 출연한적, 에 출연한《, 가 출연하며, 가 출연하기, 도 출연하였으며, 에 출연할수, 에 출연한영화, 으로 출연한다, 으로 출연해,, 로 출연하며, 이 출연했고, 에 출연하다가, 에 출연할것, 에 출연할때, 로 출연하였으며, 으로 출연했는데, 까지 출연하였, 에 출연했다는, 도 출연하게, 에 출연한바, 으로 출연한바, 만 출연한다, 로 출연하는, 로 출연했는데, 만 출연하는, 이 출연하였으며, 가 출연하지, 에 출연해온, 가 출연한《, 로서 출연하였, 으로 출연할예정, 로 출연한적, 가 출연하였으며, 로서 출연하고, 에서 출연했다, 만 출연하였, 가 출연했고, 만 출연하고, 에 출연해인기, 을 출연하여, 가 출연했으며,, 가 출연한드라마, 을 출연했다, 로서 출연했다, 도 출연한바, 이 출연했으며,, 에 출연한그, 에 출연한경력, 에 출연해최종, 에 출연해이름"
가능,25936,21,160,222,"이 가능해졌다, 를 가능하게, 이 가능하지, 에 가능한한, 도 가능하다, 이 가능하다, 을 가능하게, 만 가능하다, 이 가능하다는, 이 가능해진다, 에 가능한것, 이 가능하다고, 가 가능하다, 가 가능했던, 가 가능한지역, 이 가능했었다, 이 가능하고, 이 가능하지만, 는 가능하다, 가 가능했다, 이 가능하며, 가 가능하며, 가 가능해진다, 이 가능한환경, 이 가능하였, 도 가능하며, 이 가능해지, 이 가능하였으며, 만 가능하며, 이 가능하기, 이 가능하게, 이 가능한가?, 이 가능했다, 은 가능하다, 이 가능했기, 도 가능하게, 은 가능한한, 가 가능해졌다, 이 가능한모델, 만 가능하다는, 도 가능했다, 이 가능함, 가 가능할것, 으로 가능하다고, 이 가능한것, 이 가능했던, 이 가능한,, 가 가능하게, 가 가능했기, 는 가능한한, 가 가능하였, 이 가능해졌지만, 가 가능하므로, 이 가능하여, 이 가능했을, 이 가능한상태, 이 가능한경우, 만 가능하도록, 이 가능한반면, 도 가능하여, 가 가능하지만, 에서 가능하다, 에서 가능한한, 로 가능하다, 을 가능하도록, 도 가능하다고, 까지 가능하다, 이 가능할것, 가 가능하고, 이 가능한이유, 으로 가능하게, 가 가능하나, 으로 가능하다, 이 가능한최초, 이 가능한정도, 이 가능해졌고, 이 가능할정도, 를 가능한한, 만 가능했다, 에게 가능한한, 가 가능함을, 이 가능했고, 가 가능하다고, 도 가능하다는, 가 가능하다는, 이 가능한모든, 에 가능했던, 이 가능하나, 이 가능하도록, 이 가능했다고, 이 가능한지, 에 가능하다, 도 가능해지, 이 가능한부분, 만 가능한것, 은 가능하나, 을 가능한한, 에 가능하였, 만 가능하였, 도 가능해졌다, 이 가능해짐에, 이 가능함을, 이 가능하다면, 이 가능한지역, 도 가능하고, 이 가능한데,, 에 가능하다고, 가 가능할정도, 도 가능할것, 이 가능한곳, 이 가능할수, 도 가능한다각형, 가 가능하도록, 이 가능하면, 가 가능하여, 가 가능한곳, 가 가능해졌고, 이 가능한', 가 가능한경우, 이 가능했지만, 은 가능하지만, 이 가능해야하, 이 가능해졌으며,, 에 가능한일, 이 가능한국가, 는 가능하면, 은 가능하고, 가 가능한한, 이 가능한형태, 가 가능하지, 은 가능하며, 이 가능할뿐, 만 가능하다고, 이 가능한지에, 이 가능해졌, 에 가능했다, 가 가능한수준, 이 가능한2, 이 가능하므로, 도 가능할수, 으로써 가능하다, 부터 가능하다, 가 가능해지, 이 가능하였으나, 가 가능하기, 이 가능했는데, 은 가능한모든, 이 가능한한, 가 가능했지만, 의 가능한조합, 이 가능한역, 이 가능하긴, 이 가능한점, 은 가능하지, 에 가능한많, 이 가능한구조, 가 가능했었다, 의 가능한모든, 이 가능한컴퓨터, 도 가능하지만, 는 가능하지, 가 가능한상태, 도 가능하도록, 도 가능하기, 이 가능할때, 도 가능한것, 에서 가능한모든, 도 가능한수, 이 가능한게임, 까지 가능하며, 가 가능한데,, 까지 가능하게, 가 가능할수, 이 가능해야한다, 도 가능한데,, 도 가능한한, 에서 가능하며, 나 가능하다, 은 가능하면, 도 가능하지, 만 가능했던, 만 가능하게, 만 가능하고, 이 가능한신, 이 가능해,, 가 가능해졌으며,, 로 가능하게, 이 가능해짐, 이 가능하거나, 이 가능했으며,, 이 가능함에, 이 가능한수준, 는 가능하지만, 가 가능했고, 는 가능한모든, 가 가능한모든, 이 가능해진것, 가 가능한것, 이 가능한기능, 가 가능했으며,, 도 가능하였, 에서 가능하게, 이 가능한배선, 이 가능했으나,, 이 가능한데, 가 가능하다면, 만 가능했고, 이 가능하면서, 이 가능한지를, 는 가능하다고, 으로 가능하지, 이 가능한장점, 으로 가능한한, 은 가능한많, 가 가능한대체, 이 가능한유일, 으로 가능하지만, 도 가능해진다, 가 가능한아파트, 까지 가능하지만, 이 가능한어종, 의 가능한값"
발표,23834,19,123,201,"를 발표하여, 을 발표하면서, 를 발표하였으며, 를 발표하였, 을 발표하기, 를 발표하면서, 을 발표하였, 을 발표한다, 을 발표했다, 을 발표한바, 을 발표하여, 을 발표하고, 으로 발표했고, 에 발표한것, 를 발표한다, 를 발표하는, 을 발표하지, 에서 발표하는, 이 발표한자료, 가 발표한', 로 발표했다, 에 발표하였, 를 발표했다, 가 발표한친일인명사전, 을 발표한것, 를 발표하는데, 에 발표했다, 를 발표하고, 로 발표하였, 을 발표하거나, 에 발표한논문, 를 발표함으로써, 으로 발표한다, 에 발표한다, 을 발표할것, 을 발표하였으나, 에서 발표하여, 을 발표하자, 을 발표하게, 을 발표했는데, 을 발표할때, 를 발표하다, 을 발표하다, 을 발표한뒤, 을 발표하는데, 를 발표한뒤, 를 발표했지만, 이 발표했던, 를 발표했으며,, 으로 발표하고, 도 발표했다, 을 발표했고, 에 발표한작품, 에 발표하며, 으로 발표하면서, 을 발표했던, 가 발표한친, 이 발표한‘, 에 발표한자료, 가 발표한세계, 가 발표하였, 를 발표하기, 에 발표한두, 을 발표했을, 를 발표한후, 를 발표하며, 을 발표하는, 를 발표하였으나, 이 발표했다, 를 발표할예정, 를 발표하게, 이 발표한', 가 발표한바, 을 발표하며, 에 발표한바, 을 발표하였으며, 으로 발표하였, 를 발표했고, 에 발표한《, 를 발표했는데, 에 발표하고, 를 발표하자, 가 발표한"", 을 발표한후, 으로 발표했다, 을 발표했지만, 라고 발표하였, 고 발표했다, 에서 발표하고, 를 발표한이후, 도 발표하였, 에 발표한〈, 을 발표한직후, 에 발표하기, 으로 발표하기, 을 발표함으로써, 를 발표한이래, 을 발표한이래, 을 발표한이후, 가 발표한자료, 로 발표하고, 을 발표할당시, 에서 발표한"", 에 발표하는, 을 발표했으며,, 이 발표한친일파, 을 발표함, 를 발표했을, 라고 발표했다, 으로 발표하는, 가 발표한것, 가 발표한‘, 에 발표한4, 을 발표했었다, 를 발표할때, 을 발표할수, 를 발표할수, 고 발표하였, 가 발표하는, 을 발표하도록, 에서 발표한것, 이 발표한보고서, 으로 발표하여, 에 발표한', 가 발표했다, 에 발표한2, 에 발표한장편, 에 발표하여, 을 발표했으나,, 이 발표하였, 에서 발표했다, 으로 발표하지, 에 발표한"", 을 발표해,, 로 발표하면서, 이 발표한《, 에 발표한글, 에 발표한소설, 에 발표했고, 에 발표한곡, 을 발표할예정, 를 발표하지, 를 발표한지, 에서 발표한', 이라고 발표했다, 로 발표하기, 을 발표한지, 에서 발표하였, 를 발표하도록, 에 발표한정규, 에 발표한노래, 로 발표한다, 를 발표한바, 를 발표한것, 으로 발표한것, 이라고 발표하였, 가 발표한민족, 를 발표했던, 로 발표하는, 을 발표한공로, 에 발표한앨범, 에 발표하면서, 에 발표한일본, 를 발표했으나,, 이 발표하는, 가 발표한일제, 도 발표하지, 을 발표한적, 에 발표한단편, 이 발표한"", 가 발표했던, 가 발표한《, 에서 발표한《, 에 발표했던, 이 발표한세계, 에 발표한동명, 으로 발표하였으며, 을 발표해왔, 에 발표한첫, 에 발표한싱글, 에서 발표한친일파, 로 발표했고, 을 발표할계획, 에 발표한친, 에서 발표했던, 가 발표한싱글, 에 발표한음반, 에서 발표한자료, 에 발표하였으며, 은 발표하지, 에 발표한「, 가 발표한곡, 에 발표한3, 로 발표하여, 이 발표한곡, 가 발표한노래, 이 발표한인구, 은 발표했다, 에 발표함), 에서 발표한음반, 가 발표한미국"
의미,23833,8,54,72,"을 의미하는, 을 의미한다, 를 의미한다, 을 의미하게, 를 의미하는, 을 의미하며, 를 의미하며, 를 의미하기, 을 의미하므로, 를 의미하고, 을 의미하지, 을 의미하기, 을 의미하는데, 을 의미했다, 을 의미한다"", 을 의미한다), 을 의미했는데, 를 의미하게, 를 의미한다), 을 의미할수, 을 의미하고, 을 의미하는지, 을 의미했고, 를 의미함), 을 의미한다고보, 을 의미하는가, 을 의미하여, 을 의미하였, 를 의미했다, 를 의미하는데, 을 의미할것, 을 의미했으나,, 을 의미했으며,, 을 의미한다(, 를 의미함, 를 의미할수, 을 의미할뿐, 을 의미했을, 을 의미한다고주장, 을 의미했던, 을 의미하지만, 를 의미하지만, 을 의미함), 이 의미하는, 을 의미한다고한다, 을 의미한다고할, 가 의미하는, 도 의미한다, 을 의미하나,, 을 의미한다:, 를 의미한다는것, 을 의미한것, 를 의미하지, 을 의미한다는것, 를 의미하므로, 을 의미함, 를 의미한다(, 를 의미했고, 을 의미하거나, 를 의미하여, 를 의미하나,, 을 의미하였으며, 을 의미했지만, 을 의미할때, 을 의미한다고말, 를 의미하였, 을 의미한다고볼, 를 의미했지만, 을 의미함(, 을 의미함===, 를 의미한다고여겨진다, 을 의미한다고여겨진다"
향,19777,10,6,32,"에게 향한, 를 향해, 으로 향했, 을 향해, 를 향하, 을 향하, 을 향한, 으로 향하, 를 향한, 로 향했, 가 향하, 로 향한, 로 향하, 에게 향했, 에 향한, 으로 향함, 으로 향해, 으로 향한, 로 향해, 를 향했, 에 향하, 에게 향하, 이 향하, 을 향했, 을 향할, 로 향할, 이 향한, 로 향함, 으로 향할, 까지 향하, 를 향할, 에 향해"
해당,19060,13,49,64,"에 해당한다, 에 해당함), 에 해당하며, 에 해당하는, 에 해당하므로, 에 해당한다고주장, 에 해당하지, 에 해당하고, 는 해당하는, 에 해당하였, 에 해당한다고할, 에 해당했던, 에 해당하면, 에서 해당하는, 에 해당하지만, 에 해당할것, 에 해당하여, 도 해당한다, 에 해당하기, 에 해당했다, 에 해당한다고보, 에 해당한다), 만 해당하는, 에 해당한다는것, 에 해당한다고한다, 으로 해당하는, 에 해당하는데, 에 해당한다고판단, 은 해당하는, 의 해당하는, 도 해당하지, 에 해당한다(, 에 해당하는지, 에 해당함을, 에 해당한다고말, 에 해당할수, 에 해당하게, 이 해당한다, 에 해당한다고생각, 에 해당한다"", 에 해당하던, 에 해당했고, 에 해당한다고볼, 에 해당한다고하, 는 해당하지, 에 해당함, 만 해당하며, 까지 해당하는, 에 해당한다”, 에 해당하나, 가 해당한다, 에 해당할경우, 에 해당한다할, 만 해당한다, 에 해당한다===, 에 해당한다고한, 에 해당한다*, 에 해당할뿐, 에 해당한다는이유, 에 해당해개원, 까지 해당한다, 에 해당한다고본다, 만 해당한다), 이 해당하는"
역임,18725,10,60,85,"를 역임했다, 을 역임했던, 을 역임했다, 을 역임했고, 을 역임하기, 을 역임했으며,, 을 역임하였, 을 역임하던, 를 역임하였으며, 을 역임하면서, 를 역임하며, 을 역임했는데, 를 역임하였, 을 역임했으며그, 을 역임하고, 를 역임했으며,, 도 역임했다, 을 역임했지만, 이 역임하였, 을 역임하는, 을 역임한후, 를 역임하고, 을 역임하여, 을 역임한것, 을 역임한바, 을 역임하며, 도 역임하였, 를 역임했던, 을 역임하였으며, 를 역임한것, 를 역임하기, 를 역임하면서, 을 역임한다, 을 역임하다, 을 역임하게, 을 역임한미국, 를 역임했고, 를 역임하다, 을 역임하다가, 으로 역임하고, 를 역임한다, 를 역임하는, 을 역임하였으나, 를 역임한바, 을 역임한문신, 까지 역임했다, 을 역임했었다, 로 역임했다, 을 역임한뒤, 를 역임하다가, 을 역임한대한민국, 을 역임한인물, 를 역임했지만, 을 역임한사람, 을 역임한정치인, 을 역임했으나,, 을 역임한일본, 를 역임하던, 까지 역임하였, 을 역임한법조인, 으로 역임하였, 을 역임했을, 을 역임했다는, 를 역임한뒤, 으로 역임했다, 에 역임하였, 를 역임한인물, 을 역임한공무원, 을 역임한관료, 를 역임한법조인, 로 역임했고, 를 역임한대한민국, 로 역임하였, 을 역임할때, 를 역임하여, 로 역임하고, 을 역임한그, 을 역임한군인, 를 역임했으며현재, 을 역임한이후, 를 역임한후, 을 역임한''', 를 역임했는데, 를 역임한''', 을 역임함"
비,18449,14,5,14,"에 비하, 에 비해, 을 비하, 의 비전하, 으로 비하, 에 비할, 를 비하, 의 비해, 의 비하, 도 비할, 로 비하, 는 비할, 에 비한, 과 비하"
